Tweet_count,Original_Text,Translated_Text,Category,Sentiment
242,"@Frontieresmedia Le type qui boit que du Coca-Cola et mange que des nuggets de chez Mac do sans oublier les haribo !!
Toute l alimentation américaine 
Et semble défendre l agriculture et l alimentation locale !!
C est pas souvent qu’il doit boire un verre de vin il ne sait même pas tenir un verre","@Frontieresmedia Le type qui boit que du Coca-Cola et mange que des nuggets de chez Mac do sans oublier les haribo !!
Toute l alimentation américaine 
Et semble défendre l agriculture et l alimentation locale !!
C est pas souvent qu’il doit boire un verre de vin il ne sait même pas tenir un verre",mix,negative
243,Des responsables occidentaux ont accusé des navires russes d’avoir saboté des câbles sous-marins de communication et d’alimentation électrique en mer Baltique ces derniers mois. Mais qu’est-ce qu’un câble sous-marin et pourquoi sont-ils souvent endommagés ? #AFPVertical ⤵️ https://t.co/JOhvMOlt9s,Des responsables occidentaux ont accusé des navires russes d’avoir saboté des câbles sous-marins de communication et d’alimentation électrique en mer Baltique ces derniers mois. Mais qu’est-ce qu’un câble sous-marin et pourquoi sont-ils souvent endommagés ? #AFPVertical ⤵️ https://t.co/JOhvMOlt9s,mix,negative
244,healthy ça veux pas dire 0 calories hein l’avocat c’est bon pour la santé,healthy ça veux pas dire 0 calories hein l’avocat c’est bon pour la santé,healthy,positive
245,"Face à la #précarité économique que connaissent les #agriculteurs, il serait indispensable de réfléchir avec eux sur l’avenir du système alimentaire.
https://t.co/GVj7LDQ2cs","Face à la #précarité économique que connaissent les #agriculteurs, il serait indispensable de réfléchir avec eux sur l’avenir du système alimentaire.
https://t.co/GVj7LDQ2cs",mix,positive
246,"L’Union européenne s’apprête à modifier radicalement et sans  aucune possibilité de retour en arrière notre agriculture et notre  alimentation !
https://t.co/B3UllH6Uo6","L’Union européenne s’apprête à modifier radicalement et sans  aucune possibilité de retour en arrière notre agriculture et notre  alimentation !
https://t.co/B3UllH6Uo6",mix,negative
247,"""Le foutu pour foutu, c'est l'ennemi n°1 de l'alimentation !""
Quand une simple photo d'un avocat toast postée en story dégénère, Anne-Sophie Girard utilise la théorie du ""foutu pour foutu"" 😂
#LaGrandeSemaine, disponible en streaming sur @M6plusofficiel : https://t.co/W8ifLltO95 https://t.co/DcAScrrNaD","""Le foutu pour foutu, c'est l'ennemi n°1 de l'alimentation !""
Quand une simple photo d'un avocat toast postée en story dégénère, Anne-Sophie Girard utilise la théorie du ""foutu pour foutu"" 😂
#LaGrandeSemaine, disponible en streaming sur @M6plusofficiel : https://t.co/W8ifLltO95 https://t.co/DcAScrrNaD",mix,negative
248,"🔴 Agriculture : un Salon sous haute tension

🗣️« L’avenir de l’agriculture, c’est celui de notre alimentation : ce Salon sera l’occasion de le rappeler », dit Éric Thirouin.

https://t.co/rlKGOdWGt3","🔴 Agriculture : un Salon sous haute tension

🗣️« L’avenir de l’agriculture, c’est celui de notre alimentation : ce Salon sera l’occasion de le rappeler », dit Éric Thirouin.

https://t.co/rlKGOdWGt3",mix,positive
249,"Les Français  comprennent que les agriculteurs ne défendent pas uniquement leurs intérêts catégoriels, mais l’avenir de tous. Pas d'alimentation sans eux, pas de vie des territoires sans eux. Ils mènent un combat par procuration au nom de tous. #SIA2025
https://t.co/XepMeFUXwp","Les Français  comprennent que les agriculteurs ne défendent pas uniquement leurs intérêts catégoriels, mais l’avenir de tous. Pas d'alimentation sans eux, pas de vie des territoires sans eux. Ils mènent un combat par procuration au nom de tous. #SIA2025
https://t.co/XepMeFUXwp",mix,negative
250,"150 euros par mois et ""pour tout le monde"" : c'est quoi la ""carte vitale de l'alimentation"" voulue par EELV https://t.co/nF60WfaAxG","150 euros par mois et ""pour tout le monde"" : c'est quoi la ""carte vitale de l'alimentation"" voulue par EELV https://t.co/nF60WfaAxG",mix,neutral
251,"Introduire des temps de repas autre que le lait  dans son alimentation au quotidien 
Manger avec lui vos repas (sauf s'il y a le piment oh)
Testez ses goûts de nourriture en dehors du lait maternel
Les miens ont abandonnés d'eux même le sein","Introduire des temps de repas autre que le lait  dans son alimentation au quotidien 
Manger avec lui vos repas (sauf s'il y a le piment oh)
Testez ses goûts de nourriture en dehors du lait maternel
Les miens ont abandonnés d'eux même le sein",mix,negative
252,"#Thread.
Les députés débattront demain de la proposition de loi du groupe écologique proposant d'expérimenter la sécurité sociale de l'alimentation (#SSA).
Je vais expliquer dans ce fil pourquoi cette idée est illusoire et pourquoi cette expérimentation ne servira à rien. 1/ https://t.co/ltNDrIKEMy","#Thread.
Les députés débattront demain de la proposition de loi du groupe écologique proposant d'expérimenter la sécurité sociale de l'alimentation (#SSA).
Je vais expliquer dans ce fil pourquoi cette idée est illusoire et pourquoi cette expérimentation ne servira à rien. 1/ https://t.co/ltNDrIKEMy",mix,positive
253,"Jean-Michel Oppert, spécialiste de la nutrition : ""Les plus défavorisés sont de plus en plus touchés par l'obésité"" https://t.co/1EbqJAbEqm","Jean-Michel Oppert, spécialiste de la nutrition : ""Les plus défavorisés sont de plus en plus touchés par l'obésité"" https://t.co/1EbqJAbEqm",mix,negative
254,"Bonjour à tous je me trouve actuellement en cours de remise en forme et nutrition ce qui est horrible en soi mais je suis devenu un véritable pro de la corde à sauter, carrément plébiscité par le prof je me sens plus pisser en mode #sportif #dinguerie","Bonjour à tous je me trouve actuellement en cours de remise en forme et nutrition ce qui est horrible en soi mais je suis devenu un véritable pro de la corde à sauter, carrément plébiscité par le prof je me sens plus pisser en mode #sportif #dinguerie",healthy,positive
255,"Un gros joueur de l’alimentation au Québec a évité in extremis de se faire infiltrer par le crime organisé et les cartels (@JLFortinJDM, @felixseguin, @EThibaultJDM) https://t.co/ClJup9naZD","Un gros joueur de l’alimentation au Québec a évité in extremis de se faire infiltrer par le crime organisé et les cartels (@JLFortinJDM, @felixseguin, @EThibaultJDM) https://t.co/ClJup9naZD",mix,negative
256,"🌙 Du bon sens dans notre assiette pendant le Ramadan 🍽️✨

Le Ramadan est une belle opportunité pour rééquilibrer notre alimentation et prendre soin de notre santé. Voici quelques conseils essentiels pour éviter la fatigue et les excès 👇 https://t.co/kBRqiZ0ifl","🌙 Du bon sens dans notre assiette pendant le Ramadan 🍽️✨

Le Ramadan est une belle opportunité pour rééquilibrer notre alimentation et prendre soin de notre santé. Voici quelques conseils essentiels pour éviter la fatigue et les excès 👇 https://t.co/kBRqiZ0ifl",mix,positive
257,"🌼 Robert F Kennedy Jr  29/07/2024

🔴 Les huiles de graines sont l’un des ingrédients les plus malsains que nous ayons dans notre alimentation.

✳️ Les huiles de graines, la raison pour laquelle elles sont dans les aliments, c’est parce qu’elles sont fortement subventionnées. https://t.co/or8iRzuvau","🌼 Robert F Kennedy Jr  29/07/2024

🔴 Les huiles de graines sont l’un des ingrédients les plus malsains que nous ayons dans notre alimentation.

✳️ Les huiles de graines, la raison pour laquelle elles sont dans les aliments, c’est parce qu’elles sont fortement subventionnées. https://t.co/or8iRzuvau",mix,negative
258,"1️⃣ La Sécurité Sociale de l’Alimentation muselée, mais le combat continue !

Hier, à l’Assemblée, nous devions débattre d’un texte essentiel : l’expérimentation d’une Sécurité Sociale de l’Alimentation. Mais les manœuvres d’obstruction ont empêché la discussion. ⬇️","1️⃣ La Sécurité Sociale de l’Alimentation muselée, mais le combat continue !

Hier, à l’Assemblée, nous devions débattre d’un texte essentiel : l’expérimentation d’une Sécurité Sociale de l’Alimentation. Mais les manœuvres d’obstruction ont empêché la discussion. ⬇️",mix,negative
259,peut être qu’on peut juste laisser les filles faire un sport pour le plaisir et pas pour « les résultats »? arrêtons de juger les autres et de possiblement leur créer des relations toxiques au sport et à l’alimentation,peut être qu’on peut juste laisser les filles faire un sport pour le plaisir et pas pour « les résultats »? arrêtons de juger les autres et de possiblement leur créer des relations toxiques au sport et à l’alimentation,healthy,negative
260,Imagine ; ta seule source d’hydratation serait à base de mes crachats.,Imagine ; ta seule source d’hydratation serait à base de mes crachats.,mix,neutral
261,"J-3 📢 Plus que 3 jours avant notre #JournéeEcoS2025 et l’examen de la proposition de loi de @cfourniereelv  visant à instaurer une Sécurité Sociale de l’Alimentation ! 

📅 Rendez-vous jeudi pour suivre les débats dans l’hémicycle.

#SSA #DirectAN https://t.co/ukGBqj0K3B","J-3 📢 Plus que 3 jours avant notre #JournéeEcoS2025 et l’examen de la proposition de loi de @cfourniereelv  visant à instaurer une Sécurité Sociale de l’Alimentation ! 

📅 Rendez-vous jeudi pour suivre les débats dans l’hémicycle.

#SSA #DirectAN https://t.co/ukGBqj0K3B",mix,positive
262,"150 euros par mois pour faire ses courses: à quoi pourrait ressembler une ""sécu"" de l'alimentation?

Tout le marasme français résumé dans cette initiative au faux prétexte de lutte contre la précarité alimentaire :

- Coût exorbitant financé par les cotisations sociales
- https://t.co/1PoNUZhhma","150 euros par mois pour faire ses courses: à quoi pourrait ressembler une ""sécu"" de l'alimentation?

Tout le marasme français résumé dans cette initiative au faux prétexte de lutte contre la précarité alimentaire :

- Coût exorbitant financé par les cotisations sociales
- https://t.co/1PoNUZhhma",mix,positive
263,"Entre exportations excessives et dépendance aux importations, le paradoxe de l’agriculture française

Tandis que notre pays exporte 43% de sa production agricole, il importe 36% pour notre alimentation. Ce qui réduit la surface de nos terres nourricières.
https://t.co/gH3XexmGoH","Entre exportations excessives et dépendance aux importations, le paradoxe de l’agriculture française

Tandis que notre pays exporte 43% de sa production agricole, il importe 36% pour notre alimentation. Ce qui réduit la surface de nos terres nourricières.
https://t.co/gH3XexmGoH",mix,negative
264,"Pfizer au banc des accusés, ""sacrifié"" sur l'autel de MAHA (Make America Healthy Again)?

Regagner la confiance du public en vue de substituer le ""méchant vaccin"" par une génération de ""bons vaccins"": la pharmakeia...

https://t.co/aT5UwQefej https://t.co/ux46LHvNix","Pfizer au banc des accusés, ""sacrifié"" sur l'autel de MAHA (Make America Healthy Again)?

Regagner la confiance du public en vue de substituer le ""méchant vaccin"" par une génération de ""bons vaccins"": la pharmakeia...

https://t.co/aT5UwQefej https://t.co/ux46LHvNix",healthy,positive
265,"Hier, la junte terroriste de Kati a dévoilé un projet utopique visant à apaiser les masses, mais les interruptions répétées de l'alimentation électrique persistent avec une obstination déconcertante. Parallèlement,","Hier, la junte terroriste de Kati a dévoilé un projet utopique visant à apaiser les masses, mais les interruptions répétées de l'alimentation électrique persistent avec une obstination déconcertante. Parallèlement,",mix,negative
266,"🆕 L'affichage de l'origine des viandes de 🐑🐷🐔 à nouveau obligatoire dans les restaurants 💡
Une avancée significative à saluer, mais pour la transparence nous attendons toujours l'affichage du mode d'élevage et d'abattage. @AnnieGenevard
https://t.co/aFWiebbZgH","🆕 L'affichage de l'origine des viandes de 🐑🐷🐔 à nouveau obligatoire dans les restaurants 💡
Une avancée significative à saluer, mais pour la transparence nous attendons toujours l'affichage du mode d'élevage et d'abattage. @AnnieGenevard
https://t.co/aFWiebbZgH",mix,positive
267,Je suis à BOUT https://t.co/ZHsIDcnnBw,Je suis à BOUT https://t.co/ZHsIDcnnBw,mix,neutral
268,"@T_Nenninger Alimentation par l'état, Propagande par les organes subventionnés par l'état... Aucun doute, nous allons dépasser l'URSS.","@T_Nenninger Alimentation par l'état, Propagande par les organes subventionnés par l'état... Aucun doute, nous allons dépasser l'URSS.",mix,positive
269,"Mouai l’excuse bidon 😏😅⬇️

USA 🇺🇸 Jim Jones, responsable de la FDA en charge de l'alimentation, démissionne en signe de protestation contre la réduction des effectifs du gouvernement fédéral décidée par le président Trump…

https://t.co/xs6AYdq1Yt https://t.co/EUt1clrY3w","Mouai l’excuse bidon 😏😅⬇️

USA 🇺🇸 Jim Jones, responsable de la FDA en charge de l'alimentation, démissionne en signe de protestation contre la réduction des effectifs du gouvernement fédéral décidée par le président Trump…

https://t.co/xs6AYdq1Yt https://t.co/EUt1clrY3w",mix,negative
270,"Augmenter l’élevage? Une fausse bonne idée pour la souveraineté alimentaire et une mauvaise idée pour les animaux.

Une seule solution: végétaliser son alimentation!

Objectif: -50% d'animaux tués d'ici 2030 ✊","Augmenter l’élevage? Une fausse bonne idée pour la souveraineté alimentaire et une mauvaise idée pour les animaux.

Une seule solution: végétaliser son alimentation!

Objectif: -50% d'animaux tués d'ici 2030 ✊",mix,negative
271,"phases avec un S, faut juste faire des pauses pour que ce soit healthy imo","phases avec un S, faut juste faire des pauses pour que ce soit healthy imo",healthy,positive
272,"1- Nos magnifiques cartes de visites 🙂‍↕️🥰
2 &amp; 3- Une alimentation saine 🥦🍌et la pratique d’une activité physique 🚵🏾‍♂️🧘🏾‍♀️régulière permettent de réduire les risques d’hypertension artérielle 🫁
4- Une compilation de tous nos produits pour vous aider à bien prendre soin de vous https://t.co/5HnrOkS3xQ","1- Nos magnifiques cartes de visites 🙂‍↕️🥰
2 &amp; 3- Une alimentation saine 🥦🍌et la pratique d’une activité physique 🚵🏾‍♂️🧘🏾‍♀️régulière permettent de réduire les risques d’hypertension artérielle 🫁
4- Une compilation de tous nos produits pour vous aider à bien prendre soin de vous https://t.co/5HnrOkS3xQ",healthy,positive
